Site_Num,STAID,STANAME,Q_Avg,Q100,Q710,record_length,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,LAT_CENT,DRAIN_SQKM,LAT_GAGE,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAX_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,FLOWYRS_1900_2009,FLOWYRS_1950_2009,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,PERDUN,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,FRESHW_WITHDRAWAL,FRAGUN_BASIN,FORESTNLCD06,DECIDNLCD06,PDEN_2000_BLOCK,NUTR_ECO_SITE,ECO2_BAS_DOM,ECO3_BAS_DOM,ECO3_BAS_PCT,HLR_BAS_PCT_100M,PNV_BAS_DOM,PNV_BAS_PCT,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MEDIAN_M_BASIN,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES
152,4240010,"ONONDAGA CR AT SPENCER ST., SYRACUSE NY",184.1659453,4736.7,30.59849738,47,18,1.29,42.933459,331.7,43.057567,104.17,103.44,7.72,8.4,13.07,13.9,70.4,71,280.2,127.4,284,121,148.3,154,15.9,10,17,10,604.2,27.6,0.093,6.65,5.76,7.59,8.58,8.91,10.35,9.62,8.97,11.18,8.83,9.48,8.02,6.67,13.06,18.08,20.61,19.77,15.75,9.63,38,38,0.71,1.75,59.4,1.8,11.33,180.9,429.1,17.9,11.4,29.2,91.1,81,48.1,27.7,16.7,17.1,24.2,41.1,31.6,437.1,62.6,65.8,33.21,29.86,376.54,7,8.1,83,98.5,74.5,50,64.1,0.13,2.46,1.48,1.57,3.3,52.39,71.52,48.46,67.06,18.8,52.8,28.39,0.31,86.73,288.4,584,285,0.375,0.368,8.3,349
153,4240100,HARBOR BROOK AT SYRACUSE NY,9.428670121,547.3,2.218654513,58,18,1.79,43.013962,25.9,43.0359,105.78,104.09,8.05,8.3,13.31,13.7,71.1,71,281.7,124.7,283,122,150.3,152,16.2,10,17,10,615.8,27.6,0.084,7.03,5.88,7.83,8.71,8.9,10.01,9.78,9.19,11.22,8.75,9.93,8.39,6.92,13.33,18.37,20.92,20.04,16.01,9.88,49,49,0.73,1.32,61.9,2,11.1,897.2,414,19.8,13,34.9,95.5,80.2,46.7,27.6,17,16.9,24,42.6,34.1,452.2,62.8,79.9,25.88,23.6,542.84,7,8.1,83,100,99.5,50,61.8,0.14,1.99,1.46,1.65,2.32,42.23,81.52,58.32,77.49,21.76,53.57,24.67,0.34,86.67,236.8,398,245,0.418,0.448,4.2,359
154,4240120,"LEY CREEK AT PARK STREET, SYRACUSE NY",44.25936742,1750.6,4.198872055,45,16,1.57,43.091008,75.8,43.077289,103.35,103.33,8.39,8.4,13.86,14,71,71,283.8,120.5,284,121,154.9,153,17,10,17,10,628.7,26.1,0.086,6.91,5.61,7.76,8.6,8.76,9.58,10.21,9.02,10.87,8.06,9.74,8.19,7.41,13.9,18.95,21.5,20.62,16.52,10.35,36,36,0.33,1.51,58.1,2.1,13.4,406,439.8,17.7,12.9,39.6,90.2,64.7,37,21.2,13.2,11.7,15.2,31.9,29.4,384.8,62.8,88.4,8.05,7.55,745.57,7,8.1,83,100,67.2,47,63.9,0.14,3.56,1.36,1.57,2.16,33.19,85.2,58.26,82.62,19.89,50.26,29.85,0.36,87.38,128.2,203,124,0.196,0.151,1.2,16.4
155,4242500,EAST BRANCH FISH CREEK AT TABERG NY,548.3647943,18291.5,18.15626339,81,13,1.11,43.507247,482.1,43.301736,137.43,114.87,5.27,7.3,11.38,13.3,65.8,64,262.9,143.7,271,138,162.1,153,17.3,10.1,16,10,533.3,37.7,0.072,11.9,8.49,9.97,10.04,11.13,11.02,10.85,11.81,14.85,11.87,13.26,12.48,4.8,11.43,16.26,18.76,17.88,13.74,7.71,71,45,0.98,1.52,52.8,2.6,12.32,338.8,669.2,21.2,10.8,14.2,86,164.7,136.1,79.5,51.9,59.3,70,79.5,41.8,814.9,6,16.4,68.24,55.31,4.74,8,5.3,58,100,46.2,45,49.4,0.1,2.15,1.45,2.43,2.57,58.68,69.1,38.05,63.39,9.89,50.12,39.99,0.21,124.57,454.3,643,481,0.618,0.672,3.4,180.1
156,4245000,LIMESTONE CREEK AT FAYETTEVILLE NY,141.3919556,8640.9,16.68297105,56,17,1.27,42.918115,222,43.030066,104.78,104.41,7.27,8.1,12.76,13.7,69.4,70,275.3,131.8,281,125,148.7,152,15.6,10,16,10,587.5,28.6,0.094,6.72,5.91,7.54,8.54,9.34,10.4,9.71,9.01,11.37,8.79,9.23,8,6.3,12.61,17.64,20.12,19.27,15.26,9.2,46,37,0.63,1.42,55,2,11.55,243,657.5,16.9,10,23.6,90.7,93,55.8,31.6,19.6,21.2,28.9,45.3,31.2,467.9,45.2,62.8,34.45,27.91,85.9,7,8.1,83,75.6,50.2,50,96.7,0.13,1.96,1.47,1.71,3.5,55.22,70.08,47.46,65.31,18.79,53.48,27.73,0.3,89.76,354.3,604,367,0.472,0.499,7.1,337.1
157,4245200,BUTTERNUT CREEK NEAR JAMESVILLE NY,49.34467114,2523.7,3.940155951,58,12,1.5,42.870143,85,42.933955,104.23,104.33,7.07,7.5,12.42,13.3,69.9,70,276.2,132,278,129,148.1,150,16,10,16,10,581.4,28.5,0.111,6.33,5.6,7.38,8.35,8.99,11.19,9.65,8.93,11.38,9.24,9.21,7.59,6.09,12.37,17.38,19.86,19.08,15.05,9,41,41,0.86,1.48,54.9,1.5,11.22,125,649.9,16.4,9.4,21.3,88.9,92.5,57.2,32.5,20.2,21.6,30.4,46.7,30.5,467.6,62.4,58.4,39.67,34.73,31.9,7,8.1,83,80.6,82.4,50,98.8,0.13,2.12,1.46,1.67,3.52,54.14,69.99,47.19,65.23,18.49,53.09,28.42,0.3,89.34,397.6,611,400,0.458,0.464,8.9,284.9
158,4250200,SALMON RIVER AT PINEVILLE NY,806.8532875,28778.7,106.8308369,28,15,1.34,43.582256,615.1,43.533403,139.94,129.7,6.08,7.4,11.68,13,67.9,70,264,142.3,275,134,168.6,162,18.8,10.2,18,10,564.2,38.3,0.076,12.6,8.98,10.3,10.09,10.73,10.79,10.79,11.73,13.81,12.2,14.24,13.35,5,11.59,16.5,19,18.12,14.07,8.04,16,16,1.06,2.23,49.3,2.6,12.19,320.2,826.5,22.1,11.7,18.3,94.7,163.9,126.9,72.6,45.3,47.9,61.5,80,43.6,788.6,231.7,10.6,71.84,65.93,3.54,8,5.3,58,100,72.3,51,65.2,0.1,2.72,1.45,2.5,2.84,59.43,67.99,35.51,62.48,8.84,47.85,43.3,0.2,120.85,403.6,593,408,0.576,0.586,3,210.9
159,4250750,SANDY CREEK NEAR ADAMS NY,283.3735858,8538.7,3.81065418,60,12,1.24,43.868846,325.4,43.813398,129.15,113.23,7.11,7.3,12.03,13,72,74,274.5,126.1,272,131,157.5,143,17.5,9.9,16,8,612.7,35.9,0.079,11.78,8.14,9.58,9.55,9.95,9.82,10.27,10.81,12.46,11.62,13.87,12.26,5.3,11.96,17.03,19.58,18.62,14.52,8.35,44,44,0.93,1.37,46,2.7,11.99,252.9,831.1,20.3,11.1,21.1,94.9,148.7,100,55.9,35.1,36.4,49.3,72.8,39.6,685.1,4.2,51.1,37.42,28.36,15.53,7,8.1,83,88.2,38,51,90.5,0.13,2.06,1.42,1.26,4.03,52.59,75.38,45.63,70.12,13.28,51.78,34.94,0.26,104.31,330.4,519,326,0.477,0.465,3.6,285.7
160,4252500,BLACK RIVER NEAR BOONVILLE NY,744.5934132,14468.1,61.85961835,107,10,1.62,43.490288,784.5,43.511736,132.19,124.7,4.83,5.9,11.33,12.4,64.3,65,262.5,146.1,272,132,164.2,166,17.4,10.9,18,10,518.6,38,0.06,10.83,8.08,10.01,9.87,10.92,11.13,11.25,11.78,13.64,10.84,12.32,11.48,4.47,11.17,15.94,18.41,17.5,13.39,7.41,98,60,0.83,1.74,57.2,3.2,11.77,113.7,871.4,19.4,9.9,12.2,79,163.5,141.1,83.4,54.3,58.6,66.4,74.3,38.6,800.7,8,9.2,66.88,48.67,4.43,7,5.3,58,84.3,58.9,51,89.2,0.11,7.04,1.37,2.85,4.14,51.91,78.62,32.5,72.7,5.9,38.17,55.93,0.24,112.14,498.9,821,489,0.4,0.382,5.2,243
161,4253500,MIDDLE BRANCH MOOSE RIVER AT OLD FORGE NY,103.8478619,1046.9,0.555905744,66,14,1.08,43.745417,137.6,43.712568,126.55,129.15,4.24,4.2,11.76,11.3,64.2,64,256.6,155.2,253,159,168.3,166,18,11.8,18,11,502,38.7,0.062,11.53,7.7,9.31,9.08,9.91,10.18,11.83,11.64,12.13,10.23,12.04,10.96,3.94,10.77,15.58,17.89,17.06,12.85,6.96,61,24,0.71,1.23,55,3.7,12.61,51.5,867.8,17.6,8.8,8.2,65.8,152.2,130.1,77.5,52.7,54.2,62.9,69.7,35,734.5,1.8,26.5,57.04,45.46,8.61,8,5.3,58,100,82.2,51,83.9,0.14,3.95,1.32,3.07,4.12,45.38,80.07,36.93,72.56,5.24,45.48,49.28,0.2,102.23,577,885,562,0.158,0.117,8.8,314.2
162,4254500,MOOSE RIVER AT MCKEEVER NY,805.8920638,18270.1,96.41956793,103,9,0.87,43.703645,949.7,43.610346,130.2,127.11,3.99,4.8,11.18,11.6,64.3,65,256,156.9,261,148,167.7,163,17.9,11.6,17,11,492.8,39,0.061,11.49,7.82,9.54,9.58,10.5,10.79,11.85,11.86,12.69,10.72,12.21,11.12,3.73,10.59,15.32,17.68,16.81,12.68,6.79,62,21,0.75,1.24,54.9,3.4,11.79,51.6,870.3,19.2,9.6,8.6,66.5,157.3,153.2,95.9,65.5,66.6,73,76.1,38.1,829.5,1.9,12.3,69.39,48.29,2.2,8,5.3,58,100,95.9,51,79.2,0.15,3.93,1.29,3.63,3.87,45.66,81.2,39.74,74.26,5.89,47.46,46.65,0.24,106.97,626.2,1148,608,0.254,0.227,10.2,292.6
163,4256000,INDEPENDENCE RIVER AT DONNATTSBURG NY,201.767503,6721.3,21.83418356,75,3,0.96,43.801176,232.4,43.747291,124.2,113.05,4.87,6.1,11.35,12.2,65.7,67,261.9,146.7,265,137,165.3,147,17.8,11,15,10,526.8,37.2,0.075,9.93,7.21,8.81,9.38,10.18,10.51,11.46,11.56,12.52,10.45,11.76,10.65,4.01,10.99,15.84,18.26,17.36,13.24,7.24,67,60,0.8,1.46,51.4,3.7,12.12,166.4,873,17.8,8.9,8.9,71,151.1,115,66.5,44.6,48,59.3,68.9,35.1,695.1,2.9,6.5,63.59,47.55,0.69,8,5.3,58,100,46.8,51,88.7,0.11,6.97,1.35,2.97,4.27,50.17,78.81,32.01,72.48,5.07,38.49,56.44,0.23,97.68,497.3,712,499,0.48,0.484,5.1,240.5
164,4258000,BEAVER RIVER AT CROGHAN NY,631.6287485,5249.6,173.2142616,87,9,0.82,43.921741,754.8,43.897291,121.68,101.96,4.75,6.3,11.39,12.4,66.1,68,262.2,147,264,137,167.8,153,18.1,11.5,17,10,523.8,37.1,0.08,9.56,7.04,8.52,9.23,10.01,10.46,11.53,11.59,12.19,10.18,11.37,10.23,3.89,10.88,15.76,18.15,17.27,13.11,7.13,79,60,0.74,1.8,53.6,3.4,12.05,113.8,869.7,17.1,8.6,8.2,66.7,146.2,113.5,65.8,44.7,47.4,57.8,66.9,33.9,676.9,2.4,16.5,62.94,44.97,1.94,7,5.3,58,97.4,60.1,51,81.8,0.12,5.88,1.33,3.9,4.05,49.57,79.32,34.37,72.76,6.12,40.56,53.33,0.21,95.63,518.7,853,535,0.451,0.478,6.3,269.5
165,4260500,BLACK RIVER AT WATERTOWN NY,4267.634828,46718.9,826.4743281,119,18,0.78,43.73204,4842.9,43.985616,126.25,108.14,5.04,7.2,11.51,12.9,66.1,74,262.1,145,276,129,162,135,17.3,10.8,15,8,530.4,37.5,0.065,10.71,7.68,9.28,9.47,10.14,10.33,10.97,11.34,12.72,10.63,12.12,11.02,4.47,11.28,16.13,18.58,17.66,13.51,7.51,89,60,0.84,1.97,52.8,3.1,11.94,207,871,17.9,9.1,11.1,75.3,150.1,123.2,72.8,48,50.7,59.5,68.9,35.6,722.1,3.6,23.2,57.74,41.22,12.24,7,5.3,58,74.8,43.2,51,87.7,0.12,5.31,1.36,2.9,3.81,51.14,78.9,37.99,73.1,9,42.33,48.67,0.25,104.05,473.7,1148,494,0.35,0.37,5.5,288.9
166,4261000,OSWEGATCHIE RIVER AT CRANBERRY LAKE NY,294.2542577,1742.2,38.43398799,61,7,1.18,44.103343,377.2,44.220895,115.38,111.34,4.58,4.9,11.28,11.6,66.4,67,258.6,151,259,149,162.7,158,17.3,11.2,17,11,519.9,36.6,0.101,8.46,6.5,7.94,8.41,9.75,10.27,11.72,11.33,11.75,9.78,10.47,9.04,3.84,10.93,15.76,18.08,17.07,12.97,7.02,59,33,0.77,2.14,56.9,3.1,12.15,91,685.3,15.2,7.5,6.8,61.9,142.1,102.1,59.6,41.8,44.2,53.3,60.2,30.4,625.1,2.7,14.9,70.52,60.01,0.26,8,5.3,58,100,92.2,51,77,0.12,5.77,1.38,2.69,3.97,50.01,80.01,35.59,74.05,6.04,41.51,52.45,0.27,92.41,534.6,781,533,0.26,0.255,7.5,320.8
167,4262000,OSWEGATCHIE RIVER NEAR OSWEGATCHIE NY,544.8536923,4843.5,111.7469962,75,17,1.08,44.137879,688,44.222562,114.57,113.45,4.77,5.3,11.37,11.9,66.8,68,259.3,149.8,261,146,160.8,156,17.1,11.1,16,11,526.5,36.3,0.101,8.39,6.46,7.86,8.38,9.66,10.17,11.59,11.25,11.7,9.72,10.41,8.92,4.04,11.14,15.97,18.3,17.29,13.17,7.2,66,41,0.8,2.35,56.4,3.1,12.09,103.6,680.6,15,7.4,7,64,140.2,97,56.7,39.9,42.4,51.6,59.4,29.9,610.7,2.7,13.4,76.61,67.22,2.22,8,5.3,58,100,89.8,51,76.6,0.13,5.66,1.34,5.25,3.66,50.63,80.29,36.21,74.3,6.26,41.96,51.77,0.27,91.37,499.4,781,491,0.408,0.391,7.1,310.3
168,4262500,WEST BRANCH OSWEGATCHIE R NR HARRISVILLE NY,537.0104821,7878.6,44.03579431,101,4,1.19,44.078981,667.8,44.185619,115.75,109.57,5.36,6.2,11.65,12.4,67.5,69,262.8,144.1,264,141,158.3,148,16.9,10.7,16,10,545.8,35.4,0.087,8.8,6.66,8,8.81,9.59,9.91,10.98,11.17,11.82,9.73,10.78,9.35,4.58,11.56,16.46,18.93,17.96,13.76,7.7,93,60,0.92,2.17,51.8,3.5,12.28,190.6,679.5,16.5,8.3,9.6,73.1,138.5,94.9,54.4,36.8,39.9,51.5,63.4,32.8,619.7,2.7,7.8,84.37,64.72,2.36,7,5.3,58,92.1,52.1,51,91.3,0.12,6.06,1.35,4.09,3.81,50.62,80.13,36.02,74.02,6.21,41.7,52.09,0.26,90.5,399.7,730,396,0.35,0.343,4.7,280
169,4263000,OSWEGATCHIE RIVER NEAR HEUVELTON NY,1777.948468,18537.5,225.2488127,101,15,0.6,44.226383,2548.6,44.599506,108.9,94.58,5.77,7,11.98,12.6,68.5,72,262.4,143.8,271,133,152,133,15.9,10.5,13,9,561.2,33.6,0.096,8,6.18,7.45,8.34,9.08,9.39,10.27,10.72,11.41,9.32,10.12,8.58,5.06,11.98,16.9,19.43,18.4,14.1,8.01,93,60,0.88,2.57,53.4,3.4,12.73,949.3,678.3,14.4,7.5,11.4,75.8,117.3,75.3,43.1,29.2,30.8,39.8,53.7,28.5,526.8,2.8,24,69.29,57.91,7.42,7,5.3,58,54.4,43.6,51,53.3,0.13,4.66,1.35,4.43,3.57,47.02,81.6,43.45,76.86,13.47,42.06,44.47,0.28,87.68,318.6,781,295,0.334,0.3,4.8,295.2
170,4265000,GRASS RIVER AT PYRITES NY,606.10188,8492.7,72.45949082,69,4,0.74,44.340643,863.6,44.524505,110.47,97.13,5.33,6.3,11.66,12.3,68.5,71,260.2,147.9,262,143,153.1,138,15.8,11,14,10,546.7,34.3,0.1,8.02,6.33,7.6,8.34,9.15,9.77,10.89,11.08,11.41,9.3,9.98,8.53,4.59,11.62,16.57,18.99,17.93,13.69,7.63,53,28,0.86,1.67,57.9,3,12.19,163.1,724.7,14.3,7.2,8.5,71,126.8,78.5,45.2,31.1,33.8,44.1,54.9,28.2,543.6,2.7,8.3,84.23,70.79,1.72,7,5.3,58,85.3,63.5,51,67,0.14,5.85,1.3,8.26,3.3,51.86,80.77,36.49,75.02,6.79,41.34,51.88,0.27,86.86,387.7,778,410,0.419,0.452,5.2,284.5
171,4266500,RAQUETTE RIVER AT PIERCEFIELD NY,1366.493091,9342.1,88.9546334,110,14,0.74,44.038876,1877.8,44.234783,117,111.2,4.49,4.7,11.03,11.2,65.9,67,258.2,154,258,153,162.5,163,16.7,12,17,12,511.7,37,0.082,9.19,6.94,8.4,8.71,9.72,10.32,11.16,11.54,11.68,9.66,10.48,9.25,3.46,10.47,15.37,17.7,16.7,12.61,6.66,101,60,0.63,2.06,56.4,2.7,12.11,56.3,721.9,14.9,7.4,7.1,61.2,140,106.6,62.2,43.2,45,53.6,59.2,29.6,630,1.3,16.6,73.13,44.24,3.67,8,5.3,58,100,81.2,51,69.8,0.16,3.35,1.28,4.57,3.7,45.67,81.67,41.01,74.75,6.22,48.6,45.18,0.25,94.3,598.7,1389,562,0.153,0.114,10.4,291.9
172,4267500,RAQUETTE RIVER AT SOUTH COLTON NY,1848.475042,11204.2,360.442799,57,14,0.55,44.116038,2427.4,44.51173,115.77,110.91,4.63,5.6,11.1,11.8,66.4,70,258.6,153.2,261,147,161.3,153,16.6,11.9,16,11,517.1,36.6,0.086,8.96,6.84,8.25,8.62,9.59,10.27,11.17,11.49,11.59,9.57,10.35,9.08,3.62,10.65,15.57,17.9,16.88,12.78,6.81,49,49,0.66,2.01,57.1,2.7,12.16,74.5,722,14.7,7.3,7.1,62.3,138,101.3,59,41,43,52,58.1,29.2,613,1.6,15.2,74.14,45.83,2.94,8,5.3,58,100,71.3,51,72.5,0.16,4.02,1.28,6.02,3.59,47.27,81.39,39.46,74.78,6.23,46.43,47.34,0.25,92.43,566.9,1389,545,0.267,0.247,9.2,287.5
173,4268000,RAQUETTE RIVER AT RAYMONDVILLE NY,2174.106022,14176.4,334.0106017,74,17,0.42,44.2017,2906.6,44.838941,113.72,95.94,4.88,6.3,11.25,12.3,67.3,74,259.4,151.4,267,135,158.6,135,16.3,11.7,13,10,527.4,35.8,0.088,8.67,6.69,8.07,8.56,9.38,10.12,10.94,11.3,11.49,9.43,10.18,8.91,3.93,10.96,15.9,18.27,17.23,13.06,7.05,64,59,0.69,1.84,57.1,2.7,12.29,361.6,722.1,14.2,7.1,7.8,65.1,131.5,94.1,54.6,37.8,39.5,48.7,55.9,28.3,584.6,1.8,17.8,71.99,45.74,9.13,7,5.3,58,87.3,62.3,51,64.1,0.15,4.25,1.3,5.69,3.52,49.07,80.92,39.47,74.63,7.25,45.43,47.32,0.25,90.89,505.3,1389,532,0.337,0.357,8.2,291.7
174,4268800,W BR ST. REGIS R NR PARISHVILLE NY,347.1096315,6204.5,52.35623493,59,5,1.04,44.470951,443.9,44.598672,110.73,113.63,5.19,5.8,11.26,11.7,68.2,70,260.4,150.3,264,146,155.3,150,15.7,11.6,15,11,537.8,35.1,0.105,8.05,6.49,7.64,8.18,8.95,10.18,11.04,11.62,11.22,9.16,9.85,8.29,4.1,11.21,16.23,18.58,17.46,13.3,7.27,28,28,0.85,1.6,60.2,2.5,12.21,85,646.4,13.8,7,7.1,65.6,129.4,81.1,46.9,33.5,36.1,47.4,54.4,27.4,549.6,2.7,7.6,77.19,56.39,0.06,8,5.3,58,100,53.7,51,66.2,0.14,5.28,1.31,7.38,3.59,50.18,80.19,36.03,74.25,6.3,41.91,51.79,0.26,85,474.7,834,475,0.337,0.338,6.2,276.9
175,4269000,ST. REGIS RIVER AT BRASHER CENTER NY,1070.68549,17372.7,147.3357782,105,7,1.06,44.567298,1595.1,44.863664,108.19,93.61,5.57,6.4,11.5,12.2,69.3,74,262.1,147.7,269,134,151.7,139,15.3,11.4,14,10,552.6,34.1,0.113,7.62,6.32,7.36,7.97,8.56,10.17,10.71,11.66,11.12,9.01,9.68,8.12,4.49,11.6,16.65,19.04,17.89,13.66,7.59,96,59,0.87,1.94,60.5,2.4,12.41,244.9,648.5,13.4,6.9,8.1,68.5,120.4,74.7,43.2,31.2,33.4,44.5,52.4,26.6,523.3,2.7,13.7,73.7,54.02,4.93,7,5.3,58,79.9,44.8,51,52,0.12,6.01,1.34,4.31,3.66,51.93,80.23,36.26,74.6,8.05,39.76,52.18,0.25,84.01,408.1,943,459,0.39,0.448,5.4,307.1
176,4270000,SALMON RIVER AT CHASM FALLS NY,239.5774334,3608.7,70.46290395,85,11,1.83,44.668797,343.2,44.756161,112.64,110.68,5.68,6.3,11.16,11.8,66.6,68,258.6,151.5,259,150,154.4,156,15.4,11,16,11,549.3,36.3,0.126,7.5,6.75,7.68,7.77,8.65,10.51,10.8,13.76,11.33,9.25,10.01,8.64,3.99,11.08,16.18,18.53,17.35,13.22,7.3,80,56,0.8,1.6,60.7,3.1,11.71,82.3,604,14.3,7.1,6.8,58.6,132.1,96.3,58.3,46,47.7,56.9,57,28.5,609.6,2.8,10.1,79.55,55.33,1.32,8,5.3,58,100,95.7,51,51.8,0.13,5.78,1.32,2.8,4.11,47.66,80.22,33.99,73.36,4.91,41.22,53.87,0.21,86.84,522.6,1007,512,0.31,0.295,9.9,308.4
177,4270200,LITTLE SALMON RIVER AT BOMBAY NY,121.720616,3686.3,13.32246106,56,14,1.31,44.807421,235.9,44.940046,100.59,93.77,6.43,6.4,11.78,12.5,71.5,74,265.6,142.3,268,137,146.1,140,14.6,10.9,14,11,587.9,31.5,0.138,6.31,5.56,6.55,7.43,7.92,9.52,10.29,11.94,10.18,8.4,8.76,7.55,5.27,12.52,17.57,20.05,18.8,14.36,8.2,43,43,1.02,1.84,61,2.4,12.09,479.4,609.7,11.7,6,9.2,69.4,94.6,61.2,36.5,27.5,27.6,37.6,45.3,23.6,450.2,2.8,35.7,60.16,45.05,17.77,7,8.1,83,66.8,40.3,50,79.7,0.12,3.81,1.38,3.37,2.48,54.32,78.4,39.68,72.51,10.35,43.95,45.7,0.22,80.82,239.7,600,224,0.344,0.315,2.9,315.7
178,4271500,GREAT CHAZY RIVER AT PERRY MILLS NY,298.7777084,8144.7,17.48518564,72,10,1.27,44.858107,630.4,45.000038,91.94,88.35,6.44,6.7,11.77,12.6,67.3,67,271.5,133.7,272,132,131.4,127,12.3,8.7,12,8,586.8,31,0.145,5.86,4.74,5.75,7.12,7.81,8.97,9.5,10.57,9.42,7.95,7.64,6.64,5.17,12.39,17.47,20.07,18.81,14.39,8.24,59,38,0.36,1.48,56,2.1,11.89,240.7,534.4,8.1,4.2,8.5,64.6,74.8,45.1,26.5,18.5,17.9,25.7,31.7,16.2,341.7,6.5,24.6,68.92,46.61,10.06,7,5.3,58,64.1,42.1,51,54.9,0.14,3.34,1.32,2.83,3.21,49.82,76.2,40.47,70.32,8.66,49.13,42.21,0.24,70.4,336.6,1166,342,0.255,0.26,3.9,19.3
179,4271815,LITTLE CHAZY RIVER NEAR CHAZY NY,65.60064405,3144.9,1.10374447,27,8,1.45,44.836756,130.5,44.902262,88.45,86.31,6.69,6.7,12.25,12.6,66.3,66,272.3,131.3,271,131,125.6,125,12,8,12,8,598.1,27.6,0.144,5.87,4.33,5.32,6.9,7.77,8.53,9.14,10.08,8.94,7.67,7.22,6.51,5.83,12.96,18.06,20.73,19.47,14.92,8.74,19,19,0.39,1.76,51.6,2.6,12.01,323.6,533,6.4,3.4,9.5,63.2,53.4,31,18,12.2,10.4,15.1,23.7,12.5,258.8,6.5,31.8,53.39,38.31,22.06,7,8.1,83,80.6,34,51,54.3,0.14,4.45,1.32,3.14,3.31,51.86,77.99,41.99,73.16,11.33,45.77,42.9,0.27,69.37,173.6,453,144,0.335,0.264,2.8,59.3
180,4273500,SARANAC RIVER AT PLATTSBURGH NY,889.7814715,13329.2,179.8980676,75,13,0.83,44.471911,1581.6,44.68171,103.75,87.54,5.42,7,11.32,12.7,66.5,66,261.3,146.4,280,126,148.3,127,14.6,10.3,12,8,544.7,34.5,0.125,7.09,5.85,6.96,7.54,8.43,10,10.31,11.46,10.73,8.75,9.12,7.49,4.2,11.27,16.37,18.77,17.62,13.44,7.39,93,60,0.5,1.68,57.4,2.4,11.97,81.1,536,11.3,5.6,7.2,62.1,105.9,69.8,41.1,28.8,29.9,39,44.6,22.3,467.5,3.8,18.9,74.39,34.99,16.94,7,5.3,58,97.7,73.4,51,53.3,0.14,4.89,1.32,2.58,4.21,47.22,80.33,36.47,73.45,5.27,44.2,50.53,0.21,78.26,493.3,1439,494,0.322,0.322,8.2,104.2
181,4273800,LITTLE AUSABLE RIVER NEAR VALCOUR NY,60.36190654,7645.1,3.6713563,26,8,2.29,44.544851,176.9,44.594212,84.34,83.45,6.86,7.1,12.56,12.7,65.2,65,270.4,134.9,276,130,102.8,113,10.1,6.1,11,7,599.1,27.3,0.15,4.68,4.35,5.41,7.05,7.33,8.51,8.88,9.31,8.5,7.32,7.28,5.73,5.82,12.74,17.96,20.61,19.35,14.88,8.74,18,18,0.42,2.34,50.4,1.8,11.35,198.2,583,5.4,3.1,11.7,62.8,48.7,29.5,17.4,11.2,8,12,18.6,10.2,238.6,6.5,30.3,71.91,39.66,24.01,7,5.3,58,90.3,49.6,51,55.3,0.11,6.67,1.38,1.97,4.77,53.39,78.93,34.32,73.15,5.88,40.41,53.72,0.21,63.86,225.9,643,206,0.266,0.231,6.5,67.2
